,member_id,book_id,checkout_date,first_name,last_name,grade,neighborhood,membership_status,join_date,genre,pages,publication_year,publisher,checkout_id,return_date,books_borrowed
187,1061,510,2025-10-20,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Mystery,134,2013.0,Cairo Young Readers,9322.0,2025-11-15,8.0
188,1015,511,2025-10-13,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,Historical,117,2016.0,Nile Press,9034.0,,3.0
189,1008,511,2024-06-27,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Historical,117,2016.0,Nile Press,9084.0,2024-07-22,19.0
190,1020,511,2025-12-03,Rana,Fouad,6.0,Maadi,Active,2025-12-04,Historical,117,2016.0,Nile Press,9087.0,2025-12-13,7.0
191,1027,511,2025-03-23,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Historical,117,2016.0,Nile Press,9123.0,2025-04-11,18.0
192,1035,511,2025-02-26,Karim,Fahmy,9.0,Nasr City,Inactive,2025-06-26,Historical,117,2016.0,Nile Press,9132.0,2025-03-13,1.0
193,1068,511,2024-11-24,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Historical,117,2016.0,Nile Press,9309.0,2024-12-12,6.0
194,1067,511,2024-02-04,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,Historical,117,2016.0,Nile Press,9310.0,2024-02-12,3.0
195,1079,511,2025-11-11,Rana,Osman,8.0,Shubra,Active,2024-10-27,Historical,117,2016.0,Nile Press,9370.0,2025-12-03,10.0
196,1034,512,2024-08-20,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Adventure,238,2022.0,Delta House,9109.0,2024-09-14,25.0
197,1028,512,2025-10-05,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,Adventure,238,2022.0,Delta House,9147.0,2025-11-01,3.0
198,1044,512,2024-09-14,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Adventure,238,2022.0,Delta House,9212.0,,21.0
199,1059,512,2024-12-08,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Adventure,238,2022.0,Delta House,9233.0,2024-12-15,7.0
200,1008,513,2025-04-20,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Science,294,2021.0,Oasis Books,9005.0,2025-04-29,19.0
201,1009,513,2025-07-22,Hassan,Saleh,6.0,Maadi,Active,2025-04-25,Science,294,2021.0,Oasis Books,9010.0,2025-08-16,1.0
202,1022,513,2024-03-17,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Science,294,2021.0,Oasis Books,9011.0,,6.0
203,1014,513,2024-03-06,Habiba,Nabil,6.0,Maadi,Active,2024-07-09,Science,294,2021.0,Oasis Books,9019.0,2024-03-23,1.0
204,1018,513,2024-07-21,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Science,294,2021.0,Oasis Books,9039.0,2024-08-10,17.0
205,1022,513,2024-02-22,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Science,294,2021.0,Oasis Books,9046.0,,6.0
206,1003,513,2025-07-22,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Science,294,2021.0,Oasis Books,9051.0,2025-08-18,9.0
207,1005,513,2025-07-15,Youssef,Halim,9.0,Maadi,Active,2024-05-05,Science,294,2021.0,Oasis Books,9066.0,2025-07-31,3.0
208,1018,513,2025-01-08,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Science,294,2021.0,Oasis Books,9070.0,2025-02-01,17.0
209,1007,513,2025-03-05,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,Science,294,2021.0,Oasis Books,9072.0,2025-04-01,3.0
210,1008,513,2025-02-13,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Science,294,2021.0,Oasis Books,9073.0,,19.0
211,1010,513,2025-08-27,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Science,294,2021.0,Oasis Books,9100.0,2025-09-22,18.0
212,1003,513,2025-09-04,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Science,294,2021.0,Oasis Books,9103.0,2025-09-25,9.0
213,1032,513,2025-06-21,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Science,294,2021.0,Oasis Books,9129.0,2025-06-29,6.0
214,1034,513,2025-03-06,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Science,294,2021.0,Oasis Books,9140.0,2025-04-02,25.0
215,1040,513,2025-03-07,Dina,Adel,9.0,Nasr City,Active,2025-12-26,Science,294,2021.0,Oasis Books,9158.0,2025-03-24,2.0
216,1030,513,2025-09-13,Reem,Osman,,Nasr City,Active,2025-04-01,Science,294,2021.0,Oasis Books,9168.0,2025-09-23,16.0
217,1030,513,2025-11-25,Reem,Osman,,Nasr City,Active,2025-04-01,Science,294,2021.0,Oasis Books,9169.0,,16.0
218,1030,513,2025-05-04,Reem,Osman,,Nasr City,Active,2025-04-01,Science,294,2021.0,Oasis Books,9172.0,2025-05-26,16.0
219,1027,513,2025-03-04,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Science,294,2021.0,Oasis Books,9175.0,2025-03-27,18.0
220,1027,513,2024-01-18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Science,294,2021.0,Oasis Books,9177.0,,18.0
221,1024,513,2024-09-17,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Science,294,2021.0,Oasis Books,9194.0,2024-10-09,17.0
222,1024,513,2024-09-17,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Science,294,2021.0,Oasis Books,9194.0,2024-10-09,17.0
223,1057,513,2025-05-25,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Science,294,2021.0,Oasis Books,9224.0,,10.0
224,1059,513,2024-11-02,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Science,294,2021.0,Oasis Books,9227.0,2024-11-20,7.0
225,1044,513,2025-05-26,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Science,294,2021.0,Oasis Books,9232.0,2025-06-11,21.0
226,1057,513,2024-02-22,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Science,294,2021.0,Oasis Books,9237.0,,10.0
227,1057,513,2024-03-28,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Science,294,2021.0,Oasis Books,9238.0,2024-04-08,10.0
228,1060,513,2025-09-13,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,Science,294,2021.0,Oasis Books,9243.0,2025-10-09,2.0
229,1054,513,2024-08-04,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,Science,294,2021.0,Oasis Books,9252.0,2024-08-09,6.0
230,1049,513,2024-08-12,Ahmed,Gamal,6.0,Heliopolis,Active,2023-06-10,Science,294,2021.0,Oasis Books,9265.0,2024-09-10,1.0
231,1044,513,2025-04-26,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Science,294,2021.0,Oasis Books,9271.0,2025-05-06,21.0
232,1072,513,2025-09-17,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Science,294,2021.0,Oasis Books,9283.0,2025-09-25,14.0
233,1062,513,2025-09-27,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Science,294,2021.0,Oasis Books,9284.0,2025-10-26,7.0
234,1071,513,2025-02-24,Jana,Hegazy,8.0,Zamalek,Active,2024-09-27,Science,294,2021.0,Oasis Books,9285.0,,2.0
235,1061,513,2025-12-12,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Science,294,2021.0,Oasis Books,9295.0,2026-01-01,8.0
236,1065,513,2024-08-25,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Science,294,2021.0,Oasis Books,9316.0,2024-09-17,17.0
237,1067,513,2025-07-23,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,Science,294,2021.0,Oasis Books,9318.0,2025-08-17,3.0
238,1065,513,2025-03-09,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Science,294,2021.0,Oasis Books,9327.0,2025-04-01,17.0
239,1062,513,2025-03-06,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Science,294,2021.0,Oasis Books,9329.0,,7.0
240,1072,513,2025-04-11,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Science,294,2021.0,Oasis Books,9330.0,2025-05-09,14.0
241,1065,513,2024-12-18,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Science,294,2021.0,Oasis Books,9335.0,2024-12-30,17.0
242,1072,513,2025-08-24,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Science,294,2021.0,Oasis Books,9340.0,2025-09-01,14.0
243,1077,513,2025-07-09,Lina,Rashad,6.0,Shubra,Active,2023-07-08,Science,294,2021.0,Oasis Books,9358.0,2025-07-24,6.0
244,1077,513,2024-08-18,Lina,Rashad,6.0,Shubra,Active,2023-07-08,Science,294,2021.0,Oasis Books,9364.0,2024-09-07,6.0
245,1022,513,2024-04-22,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Science,294,2021.0,Oasis Books,9380.0,2024-04-28,6.0
246,1010,514,2025-09-08,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Science Fiction,328,2023.0,Cairo Young Readers,9049.0,,18.0
247,1008,514,2024-07-28,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Science Fiction,328,2023.0,Cairo Young Readers,9077.0,2024-08-12,19.0
248,1044,514,2025-07-01,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Science Fiction,328,2023.0,Cairo Young Readers,9248.0,2025-07-18,21.0
249,1050,514,2025-06-28,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Science Fiction,328,2023.0,Cairo Young Readers,9276.0,2025-07-08,11.0
250,1047,514,2025-07-06,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Science Fiction,328,2023.0,Cairo Young Readers,9279.0,2025-07-28,16.0
251,1075,514,2024-01-03,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Science Fiction,328,2023.0,Cairo Young Readers,9351.0,2024-01-28,9.0
252,1020,515,2024-12-06,Rana,Fouad,6.0,Maadi,Active,2025-12-04,Poetry,316,2022.0,Cairo Young Readers,9002.0,2024-12-11,7.0
253,1010,515,2024-11-27,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Poetry,316,2022.0,Cairo Young Readers,9036.0,2024-12-24,18.0
254,1018,515,2024-10-22,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Poetry,316,2022.0,Cairo Young Readers,9063.0,,17.0
255,1065,515,2025-02-10,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Poetry,316,2022.0,Cairo Young Readers,9319.0,2025-02-21,17.0
256,1075,515,2024-11-10,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Poetry,316,2022.0,Cairo Young Readers,9355.0,2024-12-02,9.0
257,1008,516,2025-07-20,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Nature,241,2010.0,Nile Press,9053.0,2025-08-08,19.0
258,1011,516,2025-10-02,Menna,Halim,8.0,Maadi,Active,2024-04-22,Nature,241,2010.0,Nile Press,9083.0,2025-10-09,2.0
259,1034,516,2025-03-02,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Nature,241,2010.0,Nile Press,9114.0,2025-03-17,25.0
260,1037,516,2025-09-08,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,Nature,241,2010.0,Nile Press,9134.0,2025-09-19,2.0
261,1039,516,2025-08-22,Nada,Riad,7.0,Nasr City,active,,Nature,241,2010.0,Nile Press,9138.0,2025-08-31,2.0
262,1027,516,2024-09-21,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Nature,241,2010.0,Nile Press,9142.0,2024-10-14,18.0
263,1034,516,2025-07-17,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Nature,241,2010.0,Nile Press,9186.0,2025-08-03,25.0
264,1059,516,2025-08-06,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Nature,241,2010.0,Nile Press,9225.0,2025-08-22,7.0
265,1044,516,2024-12-05,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Nature,241,2010.0,Nile Press,9228.0,2024-12-26,21.0
266,1047,516,2024-02-16,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Nature,241,2010.0,Nile Press,9235.0,,16.0
267,1065,516,2025-02-19,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Nature,241,2010.0,Nile Press,9341.0,2025-03-09,17.0
268,1077,516,2024-07-26,Lina,Rashad,6.0,Shubra,Active,2023-07-08,Nature,241,2010.0,Nile Press,9357.0,2024-08-15,6.0
269,1027,517,2024-11-19,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Mystery,338,2015.0,Delta House,9179.0,2024-12-17,18.0
270,1047,517,2024-10-21,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Mystery,338,2015.0,Delta House,9263.0,2024-11-07,16.0
271,1057,517,2024-12-08,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Mystery,338,2015.0,Delta House,9270.0,2024-12-30,10.0
272,1054,517,2024-09-06,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,Mystery,338,2015.0,Delta House,9280.0,2024-09-15,6.0
273,1054,517,2024-09-06,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,Mystery,338,2015.0,Delta House,9280.0,2024-09-15,6.0
274,1016,518,2025-06-28,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Adventure,163,2011.0,Delta House,9059.0,2025-07-27,7.0
275,1024,518,2025-02-26,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Adventure,163,2011.0,Delta House,9119.0,2025-03-15,17.0
276,1024,518,2025-10-02,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Adventure,163,2011.0,Delta House,9143.0,,17.0
277,1024,518,2025-08-21,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Adventure,163,2011.0,Delta House,9178.0,2025-09-04,17.0
278,1053,518,2024-11-28,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,Adventure,163,2011.0,Delta House,9199.0,2024-12-08,5.0
279,1044,518,2025-07-03,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Adventure,163,2011.0,Delta House,9260.0,2025-07-27,21.0
280,1044,518,2025-01-24,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Adventure,163,2011.0,Delta House,9272.0,2025-02-04,21.0
281,1024,518,2025-10-22,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Adventure,163,2011.0,Delta House,9376.0,2025-11-04,17.0
282,1013,519,2025-07-27,Ziad,Fouad,,Maadi,Active,2025-06-27,Friendship,157,2014.0,Nile Press,9004.0,2025-08-16,2.0
283,1010,519,2024-06-28,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Friendship,157,2014.0,Nile Press,9014.0,2024-07-20,18.0
284,1018,519,2024-08-06,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Friendship,157,2014.0,Nile Press,9017.0,2024-08-11,17.0
285,1018,519,2024-11-04,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Friendship,157,2014.0,Nile Press,9027.0,,17.0
286,1003,519,2024-12-03,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Friendship,157,2014.0,Nile Press,9048.0,2025-01-01,9.0
287,1010,519,2025-07-11,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Friendship,157,2014.0,Nile Press,9056.0,2025-07-27,18.0
288,1020,519,2025-02-03,Rana,Fouad,6.0,Maadi,Active,2025-12-04,Friendship,157,2014.0,Nile Press,9057.0,,7.0
289,1003,519,2025-09-17,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Friendship,157,2014.0,Nile Press,9088.0,2025-10-03,9.0
290,1024,519,2025-01-10,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Friendship,157,2014.0,Nile Press,9116.0,2025-02-09,17.0
291,1034,519,2025-05-28,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Friendship,157,2014.0,Nile Press,9133.0,2025-06-24,25.0
292,1041,519,2025-07-27,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,Friendship,157,2014.0,Nile Press,9137.0,2025-08-05,2.0
293,1040,519,2025-10-11,Dina,Adel,9.0,Nasr City,Active,2025-12-26,Friendship,157,2014.0,Nile Press,9161.0,2025-11-01,2.0
294,1030,519,2025-08-27,Reem,Osman,,Nasr City,Active,2025-04-01,Friendship,157,2014.0,Nile Press,9162.0,2025-09-11,16.0
295,1030,519,2025-03-27,Reem,Osman,,Nasr City,Active,2025-04-01,Friendship,157,2014.0,Nile Press,9165.0,2025-04-02,16.0
296,1032,519,2024-01-15,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Friendship,157,2014.0,Nile Press,9166.0,2024-01-24,6.0
297,1026,519,2025-10-22,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,Friendship,157,2014.0,Nile Press,9185.0,2025-11-01,3.0
298,1027,519,2025-09-26,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Friendship,157,2014.0,Nile Press,9192.0,2025-10-07,18.0
299,1034,519,2024-09-15,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Friendship,157,2014.0,Nile Press,9193.0,2024-10-01,25.0
300,1034,519,2024-09-15,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Friendship,157,2014.0,Nile Press,9193.0,2024-10-01,25.0
301,1050,519,2024-03-17,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Friendship,157,2014.0,Nile Press,9206.0,,11.0
302,1050,519,2024-08-07,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Friendship,157,2014.0,Nile Press,9216.0,,11.0
303,1044,519,2025-03-18,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Friendship,157,2014.0,Nile Press,9226.0,,21.0
304,1050,519,2025-02-10,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Friendship,157,2014.0,Nile Press,9239.0,2025-02-22,11.0
305,1059,519,2025-01-04,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Friendship,157,2014.0,Nile Press,9241.0,2025-01-11,7.0
306,1044,519,2024-12-13,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Friendship,157,2014.0,Nile Press,9245.0,2024-12-21,21.0
307,1057,519,2024-10-17,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Friendship,157,2014.0,Nile Press,9249.0,2024-11-03,10.0
308,1053,519,2024-06-01,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,Friendship,157,2014.0,Nile Press,9266.0,2024-06-15,5.0
309,1057,519,2025-10-19,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Friendship,157,2014.0,Nile Press,9277.0,2025-10-28,10.0
310,1065,519,2025-03-20,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Friendship,157,2014.0,Nile Press,9288.0,2025-03-31,17.0
311,1065,519,2025-10-09,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Friendship,157,2014.0,Nile Press,9290.0,,17.0
312,1062,519,2024-11-10,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Friendship,157,2014.0,Nile Press,9301.0,2024-11-23,7.0
313,1068,519,2024-04-16,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Friendship,157,2014.0,Nile Press,9304.0,2024-05-09,6.0
314,1062,519,2024-01-23,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Friendship,157,2014.0,Nile Press,9305.0,2024-01-31,7.0
315,1072,519,2024-01-23,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Friendship,157,2014.0,Nile Press,9323.0,2024-01-28,14.0
316,1072,519,2024-01-11,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Friendship,157,2014.0,Nile Press,9325.0,,14.0
317,1076,519,2024-04-27,Dina,Wahba,7.0,Shubra,Active,2025-12-13,Friendship,157,2014.0,Nile Press,9346.0,,7.0
318,1075,519,2025-07-17,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Friendship,157,2014.0,Nile Press,9347.0,2025-07-31,9.0
319,1076,519,2025-03-06,Dina,Wahba,7.0,Shubra,Active,2025-12-13,Friendship,157,2014.0,Nile Press,9372.0,2025-04-02,7.0
320,1010,520,2025-08-11,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Science Fiction,136,2009.0,Oasis Books,9008.0,,18.0
321,1008,520,2024-05-28,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Science Fiction,136,2009.0,Oasis Books,9045.0,,19.0
322,1010,520,2024-07-28,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Science Fiction,136,2009.0,Oasis Books,9062.0,2024-08-26,18.0
323,1008,520,2025-12-27,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Science Fiction,136,2009.0,Oasis Books,9079.0,2026-01-05,19.0
324,1055,520,2025-04-12,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,Science Fiction,136,2009.0,Oasis Books,9221.0,2025-04-18,2.0
325,1047,520,2025-06-01,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Science Fiction,136,2009.0,Oasis Books,9242.0,2025-07-01,16.0
326,1072,520,2025-06-03,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Science Fiction,136,2009.0,Oasis Books,9333.0,2025-06-08,14.0
327,1077,520,2024-03-04,Lina,Rashad,6.0,Shubra,Active,2023-07-08,Science Fiction,136,2009.0,Oasis Books,9360.0,2024-03-16,6.0
328,1003,521,2025-08-21,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Science,211,2024.0,Cairo Young Readers,9050.0,,9.0
329,1008,521,2024-09-21,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Science,211,2024.0,Cairo Young Readers,9078.0,2024-10-12,19.0
330,1031,521,2024-07-28,Ali,Fahmy,8.0,NASR CITY,Active,2023-09-08,Science,211,2024.0,Cairo Young Readers,9112.0,2024-08-22,1.0
331,1036,521,2024-03-14,Lina,Zaki,7.0,Nasr City,Active,2025-08-05,Science,211,2024.0,Cairo Young Readers,9139.0,2024-03-20,1.0
332,1059,521,2025-07-09,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Science,211,2024.0,Cairo Young Readers,9256.0,,7.0
333,1072,521,2024-01-04,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Science,211,2024.0,Cairo Young Readers,9299.0,2024-01-23,14.0
334,1003,522,2025-06-12,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Mystery,104,2016.0,Cairo Young Readers,9018.0,2025-06-24,9.0
335,1020,522,2025-02-26,Rana,Fouad,6.0,Maadi,Active,2025-12-04,Mystery,104,2016.0,Cairo Young Readers,9033.0,2025-03-11,7.0
336,1027,522,2025-02-24,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Mystery,104,2016.0,Cairo Young Readers,9121.0,2025-03-14,18.0
337,1034,522,2025-10-16,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Mystery,104,2016.0,Cairo Young Readers,9170.0,2025-10-28,25.0
338,1054,522,2024-09-06,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,Mystery,104,2016.0,Cairo Young Readers,9274.0,2024-09-17,6.0
339,1072,522,2025-09-09,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Mystery,104,2016.0,Cairo Young Readers,9289.0,2025-09-19,14.0
340,1072,522,2024-08-13,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Mystery,104,2016.0,Cairo Young Readers,9314.0,2024-09-02,14.0
341,1062,522,2024-07-03,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Mystery,104,2016.0,Cairo Young Readers,9332.0,,7.0
342,1053,523,2024-02-04,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,Historical,276,2018.0,Oasis Books,9231.0,2024-02-16,5.0
343,1027,524,2024-10-03,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Historical,114,2016.0,Cairo Young Readers,9198.0,2024-10-19,18.0
344,1054,524,2024-02-25,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,Historical,114,2016.0,Cairo Young Readers,9262.0,2024-03-22,6.0
345,1075,524,2024-04-19,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Historical,114,2016.0,Cairo Young Readers,9361.0,,9.0
346,1001,525,2024-10-24,Salma,Ibrahim,8.0,Maadi,Active,2023-04-05,Adventure,297,2015.0,Oasis Books,9025.0,2024-11-07,1.0
347,1015,525,2025-08-08,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,Adventure,297,2015.0,Oasis Books,9055.0,2025-08-27,3.0
348,1018,525,2025-08-19,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Adventure,297,2015.0,Oasis Books,9085.0,2025-09-18,17.0
349,1008,525,2024-06-03,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Adventure,297,2015.0,Oasis Books,9091.0,2024-06-12,19.0
350,1008,525,2024-12-15,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Adventure,297,2015.0,Oasis Books,9098.0,2024-12-31,19.0
351,1034,525,2025-06-04,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Adventure,297,2015.0,Oasis Books,9122.0,2025-06-30,25.0
352,1024,525,2025-10-14,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Adventure,297,2015.0,Oasis Books,9124.0,2025-11-13,17.0
353,1030,525,2025-01-03,Reem,Osman,,Nasr City,Active,2025-04-01,Adventure,297,2015.0,Oasis Books,9152.0,,16.0
354,1030,525,2025-05-18,Reem,Osman,,Nasr City,Active,2025-04-01,Adventure,297,2015.0,Oasis Books,9154.0,2025-05-26,16.0
355,1028,525,2025-07-12,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,Adventure,297,2015.0,Oasis Books,9155.0,2025-07-18,3.0
356,1032,525,2024-03-04,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Adventure,297,2015.0,Oasis Books,9157.0,2024-04-03,6.0
357,1037,525,2024-05-19,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,Adventure,297,2015.0,Oasis Books,9182.0,2024-06-03,2.0
358,1053,525,2024-12-02,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,Adventure,297,2015.0,Oasis Books,9205.0,2024-12-14,5.0
359,1044,525,2024-07-10,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Adventure,297,2015.0,Oasis Books,9208.0,2024-08-01,21.0
360,1058,525,2024-11-22,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,Adventure,297,2015.0,Oasis Books,9209.0,2024-12-12,3.0
361,1058,525,2024-09-24,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,Adventure,297,2015.0,Oasis Books,9214.0,,3.0
362,1053,525,2024-02-13,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,Adventure,297,2015.0,Oasis Books,9234.0,2024-03-06,5.0
363,1050,525,2025-07-25,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Adventure,297,2015.0,Oasis Books,9240.0,2025-08-24,11.0
364,1044,525,2024-06-01,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Adventure,297,2015.0,Oasis Books,9281.0,2024-06-12,21.0
365,1074,525,2024-12-28,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,Adventure,297,2015.0,Oasis Books,9292.0,2025-01-06,2.0
366,1071,525,2025-08-05,Jana,Hegazy,8.0,Zamalek,Active,2024-09-27,Adventure,297,2015.0,Oasis Books,9293.0,2025-08-18,2.0
